A,B,D,H,F,E
3001,3288,416,7638193,9264,494
3001,2501,1038,6409963,3637,494
3001,3441,1072,5317249,2768,494
3001,2696,189,8496457,5354,494
3829,269,1664,14213625,7027,968
1705,269,296,2827401,7027,1390
1705,959,1237,1720742,7074,1390
1705,4423,163,2186076,8157,1390
827,269,1957,157496,7027,57
827,2592,978,-1851047,3633,57
827,3318,71,448351,8819,57
545,269,1028,20493,7027,475
545,4765,1844,-8489635,6718,475
545,296,696,91009,982,475
545,1803,874,-1278797,3772,475
545,1665,721,-903440,5598,475
545,2802,1220,-3121415,8667,475
545,1499,1326,-1690649,4987,475
2638,1137,1370,5401354,8144,1179
2638,2085,1566,3693934,7229,1179
125,958,225,-199925,5596,2366
125,2498,182,-439011,2958,2366
125,4571,338,-1529373,2843,2366
125,3396,1351,-4572371,6566,2366
1275,3775,646,-813025,3316,27
4729,3775,143,21823616,3316,2803
4729,3347,396,21038029,2124,2803
4729,4639,469,20187750,3226,2803
4729,1067,1102,21187607,661,2803
3914,3775,303,14175571,3316,2936
3914,2628,573,13813552,5521,2936
4552,3775,142,20184654,3316,1109
4552,2794,1183,17415402,7334,1109
4552,631,1864,19544520,1089,1109
1968,1480,1393,1811384,785,2135
3881,1480,346,14550081,785,1719
3881,3598,1932,8110825,1549,1719
4780,2224,1260,20046160,6050,2206
4780,2445,562,21474310,8621,2206
2946,26,1004,8652812,7990,1749
3101,26,775,9596051,7990,832
3101,2602,944,7159913,2973,832
3101,2626,337,8731239,6546,832
3101,4013,668,6935517,3458,832
1771,1688,1647,356305,7581,1189
1771,4765,1917,-5998064,6718,1189
1771,1076,494,2604897,830,1189
1771,3626,1484,-2244543,7819,1189
678,1688,630,-603756,7581,2492
3798,1388,1063,12949360,2299,1525
3798,2026,843,12716886,2065,1525
4211,3248,317,16702905,4867,1721
4211,2649,1059,14927230,1712,1721
2942,3248,1239,4631092,4867,852
2942,3019,487,7185111,8431,852
2942,4297,1753,1122723,1133,852
3176,3248,1148,6358272,4867,2657
3176,4933,964,5331564,1760,2657
3176,1098,1669,8254414,5656,2657
3176,2821,179,9582017,4042,2657
1245,3248,1300,-2672375,4867,1871
1245,1683,1732,-1364931,2829,1871
1245,515,1467,794520,9245,1871
1245,4219,1468,-4643467,8766,1871
1245,4237,920,-2348015,4011,1871
4201,3248,802,15043505,4867,1870
4018,3248,255,15316084,4867,2821
4018,4907,846,11993002,4405,2821
4018,1194,1311,14578990,1042,2821
1485,2122,540,1059345,3829,2935
1485,3996,235,1266165,2629,2935
1997,2122,1585,624639,3829,1242
1997,552,395,3769969,1880,1242
1997,4081,1823,-3451654,6714,1242
621,2122,674,-1044587,3829,790
621,2095,695,-1070384,2673,790
816,2101,1735,-2979379,4948,581
3468,2101,1698,8459526,4948,694
3468,2663,35,11933819,8844,694
3468,4280,94,11624704,3773,694
3468,991,1932,10112412,3276,694
4498,4005,408,18597964,3870,1484
4498,65,1203,20153809,7568,1484
4498,4870,526,17670384,9284,1484
4495,4005,1205,15379000,3870,2380
4495,252,253,20141269,2275,2380
4495,4992,1067,14878561,9279,2380
4495,3179,1203,16380688,4067,2380
4495,4815,1583,12582880,4761,2380
3694,4005,974,9744766,3870,1465
3694,4547,50,13418286,6884,1465
601,4005,1474,-5542169,3870,1259
601,2602,199,-156597,2973,1259
601,1001,103,258098,7238,1259
601,1192,609,-364727,6597,1259
3038,698,794,8675232,7066,2059
3038,824,1237,8210156,3385,2059
1197,698,1242,565893,7066,2152
1197,449,253,1319212,8704,2152
4038,1442,1968,13467588,6671,25
4038,3910,281,15206734,8095,25
4038,602,1728,15265188,9398,25
4038,3977,1162,11684170,207,25
2041,1442,1485,2024311,6671,1462
3415,1442,318,11203669,6671,2836
3415,3851,401,10117974,1926,2836
3415,1030,1362,10259365,2606,2836
3415,3815,404,10120965,6780,2836
2482,1514,1259,4254198,8358,173
2482,62,1293,6080158,2199,173
2456,4397,928,1951520,9489,1701
2456,304,1166,5677472,5633,1701
3921,2388,950,13105641,7094,2942
3921,290,1553,14923871,8662,2942
3921,3951,1077,11119014,6895,2942
3921,1572,1730,12654681,4022,2942
3431,3180,120,11390161,2710,83
3431,2737,430,10594851,8985,83
4948,4226,1074,19943980,5678,2413
4948,16,1880,24452624,2693,2413
4948,2597,1972,19361420,9008,2413
1841,4226,1633,-3511777,5678,2237
1841,793,1917,1869100,8341,2237
1841,891,533,2914378,7929,2237
3817,4226,410,12836829,5678,711
3817,2517,1215,11511334,9336,711
3817,3415,1250,10300739,5366,711
3542,1042,1058,11443328,582,1397
3542,3203,707,10281243,2032,1397
3542,1303,662,11683178,1577,1397
4877,1042,740,23014049,582,1585
4877,410,1219,23285339,7149,1585
2540,772,911,5748308,838,1868
4346,3945,211,18055321,4179,659
4346,100,1337,18754016,1637,659
4346,957,486,18422614,6080,659
202,3945,1177,-4602461,4179,126
202,2912,1407,-4056380,1748,126
202,658,64,-1308,5568,126
202,2847,1695,-4784861,6148,126
202,4853,1725,-8330621,532,126
1801,3945,802,79711,4179,2635
1801,2137,817,1497672,9268,2635
1801,4363,1700,-4173499,820,2635
4410,2155,1356,16525920,3522,569
4410,2466,954,17095536,4814,569
4410,1234,1522,17569952,8500,569
2791,2155,1646,4242551,3522,1256
2791,3799,859,4526340,9426,1256
3655,2155,551,12171620,3522,115
3655,1802,664,12162497,7814,115
3655,4625,284,12045525,8606,115
3655,3639,1761,6950746,4430,115
3655,1823,509,12431118,5294,115
3655,4681,336,11786209,4402,115
3243,4520,172,9739609,308,2487
3243,3708,561,8436861,9255,2487
4432,4520,1950,10828624,308,945
4432,3437,239,18821181,8344,945
4432,3071,310,18690614,6917,945
4513,4520,1760,12411969,308,1708
4513,69,949,20301688,8016,1708
1336,4520,338,257136,308,1300
1336,3533,1156,-2299252,5,1300
209,1139,759,-820820,3258,2306
209,4884,1180,-5719439,4171,2306
209,3501,287,-961106,6373,2306
209,4909,1258,-6131841,3335,2306
4594,1139,1213,19723229,3258,2165
4594,3158,212,20435340,427,2165
1144,180,1941,959356,1254,843
1144,4178,1048,-3069808,1425,843
2632,180,770,6788824,1254,746
2632,513,1148,6338500,5202,746
2632,2011,14,6899270,9094,746
2632,4605,1368,627784,6926,746
2632,1119,1753,4965817,7209,746
4397,227,1874,18908211,4033,1320
4397,3726,576,17187433,3818,1320
4397,2896,286,18505353,922,1320
3991,227,1342,15623447,4033,652
3991,3317,746,13453599,1519,652
2102,227,1368,4107868,4033,2252
34,227,297,-66263,4033,205
34,2912,918,-2672060,1748,205
34,1681,1125,-1889969,6508,205
34,3027,1149,-3476867,9926,205
1064,227,1043,895335,4033,671
1064,4400,22,1035296,2873,671
378,227,37,134485,4033,181
378,3385,1269,-4152681,675,181
378,2784,1417,-3802044,2071,181
1195,598,1772,368369,5211,2991
1195,4373,563,-1033974,1750,2991
1195,1537,1602,-1034249,3982,2991
4402,598,1835,18280274,5211,414
4402,3372,813,16636168,9892,414
1576,2662,1963,-2741730,4357,2391
1576,1545,447,1793161,9044,2391
2340,2662,168,5028384,4357,363
2340,1057,1612,3771716,9900,363
2340,4391,1192,241528,1365,363
3640,4385,1103,8412945,3047,1496
3640,1993,263,12725441,3151,1496
2257,4385,1315,-672226,3047,1194
2257,1232,472,4512545,3884,1194
2257,2465,794,3136839,2061,1194
2257,4246,68,4805321,5094,1194
2257,1130,445,4591199,4281,1194
1303,1627,863,293708,3079,2816
833,1627,943,-840372,3079,126
833,13,1919,668942,4524,126
833,979,948,-234203,8966,126
833,4184,1546,-5774575,7812,126
3568,1627,1489,10308021,3079,407
3568,1478,912,11382688,5476,407
2342,3244,716,3162260,444,1247
2342,3852,639,3023536,4314,1247
4730,274,1702,21906552,7024,2888
3954,274,603,15468894,7024,1164
3954,284,417,15515688,7431,1164
3954,37,1989,15560523,4487,1164
3954,1702,469,14835878,2505,1164
3954,2680,1127,12613756,8807,1164
4170,2906,1924,11797756,9132,1378
4170,2386,1843,12991502,424,1378
484,2906,627,-1587806,9132,933
484,3893,634,-2233906,1610,933
484,3096,1361,-3979400,646,933
484,1487,1842,-2504798,4813,933
4310,2906,1740,13519660,9132,2475
4310,4251,867,14890483,2111,2475
4310,4290,1061,14024410,4964,2475
1312,2906,635,-123966,9132,1720
1312,4911,1616,-6214832,9803,1720
1312,4282,1316,-3913768,8976,1720
3569,2191,295,12091416,4236,2584
3569,2885,1716,7787101,8878,2584
3569,4089,357,11277988,5173,2584
2743,2191,101,7302758,4236,2823
2743,1714,415,6812739,3661,2823
2743,3698,1309,2683367,7298,2823
2743,3264,1199,3610513,9707,2823
4568,3424,1061,17233760,1485,902
4568,3148,1241,16959956,8398,902
4347,3424,1958,12192217,1485,478
4347,4539,1733,11030322,9123,478
4347,834,1387,17739651,8736,478
1440,3424,912,-1049088,1485,1867
1440,4907,107,1548551,4405,1867
2506,3424,1747,298308,1485,548
2506,4679,1087,1193963,4661,548
2506,3221,1211,2379405,6108,548
3911,4678,1520,8185361,9639,1200
3911,169,440,15221561,3947,1200
3911,1701,1161,13321060,2251,1200
158,4678,1023,-4760630,9639,1268
158,1988,462,-893492,4482,1268
158,4966,1871,-9266422,5711,1268
4584,4678,1914,12059364,9639,2814
3441,3494,407,10418423,499,2620
3441,3557,537,9930372,6957,2620
1334,3494,3,1769074,499,2624
1334,4199,937,-2154907,8390,2624
1334,524,438,1550044,4288,2624
2804,3494,1909,1192370,499,1311
2804,613,1371,7021993,6171,1311
2804,4713,462,5685010,289,1311
3847,3494,815,11951799,499,2637
3847,2652,1984,9537841,8412,2637
3847,4604,16,14725745,3072,2637
3847,2186,488,13732641,8829,2637
2097,3494,1795,-1874321,499,130
2097,3821,1017,511452,9297,130
2097,4405,154,3719039,6402,130
2097,2324,749,2656733,7743,130
2084,3494,1583,-1187946,499,624
1940,1168,1413,2113216,5041,1901
1940,4568,130,3169760,878,1901
1940,4335,1923,-4572605,9475,1901
3348,1168,486,10641456,5041,2329
3348,1721,72,11085192,4939,2329
3348,4376,1732,3629872,9387,2329
3682,1168,475,13002324,5041,238
3682,4604,1159,8221088,3072,238
3758,700,1434,13118764,9816,61
3758,1159,606,13420210,4722,61
30,700,769,-537400,9816,1178
30,3142,301,-944842,154,1178
3680,700,387,13271500,9816,2912
3680,3021,143,13110397,5296,2912
3680,4171,102,13116958,2730,2912
3727,700,1740,12672529,9816,2992
3727,3811,410,12328019,2619,2992
354,1386,1043,-1320282,8838,2352
354,1461,1041,-1395585,6444,2352
354,2374,773,-1709786,9982,2352
704,1386,1990,-2262524,8838,2802
704,1328,438,-86048,4053,2802
704,4065,421,-1215749,9881,2802
704,347,1241,64989,1249,2802
696,1720,1697,-2434424,1017,2020
696,2145,240,-30384,6606,2020
2466,3184,840,3406596,1326,52
2466,4491,656,3135060,9345,52
2466,1070,1246,4747936,2024,52
2466,661,379,5830637,5131,52
1494,608,1092,1568100,2348,2960
2070,608,812,3791204,2348,1757
2070,3488,1805,-2010940,5169,1757
3388,1611,1215,9521179,5343,1566
3388,2684,1761,6752020,5628,1566
3388,2771,1827,6415927,6931,1566
690,1761,557,-504777,1140,2964
690,2250,1665,-3270150,7592,2964
690,3606,1911,-6414966,8228,2964
2487,1761,622,5089827,1140,2610
2487,2049,77,6027396,8135,2610
2487,857,200,6013769,6047,2610
2487,2239,1431,2981160,3356,2610
2487,3629,1740,-129291,4945,2610
2487,4391,1323,375876,1365,2610
421,1761,143,-74582,1140,2811
2885,4509,1151,3133366,5455,613
2885,4002,148,7730929,3469,613
2885,385,747,8035630,1693,613
848,4509,244,-381092,5455,439
848,522,1783,-211622,3418,439
3651,1743,643,12209052,6745,1361
3218,1743,1005,8603809,6745,2451
951,1743,304,374529,6745,1159
951,2935,784,-1396639,7373,1159
2503,1523,1822,3490103,5539,649
2503,1784,989,4500633,6707,649
2503,4289,902,2396331,845,649
3592,1523,278,12479070,5539,579
864,1523,1874,-2107606,5539,2432
864,1879,398,-1346,2446,2432
2443,1523,38,5910375,5539,1259
2443,1920,231,5524729,5337,1259
2443,396,1686,5300593,5708,1259
631,1523,1429,-1778206,5539,1359
631,1,169,397992,9016,1359
3360,3689,1365,6254115,5031,2350
3360,4908,156,10523952,5264,2350
3360,2697,586,9709158,2306,2350
3360,4445,1080,6489000,5827,2350
3360,3035,1965,5325825,4838,2350
3786,3689,1245,9740991,5031,2511
3786,304,176,14280292,5633,2511
3786,117,68,14325840,1664,2511
4081,2657,833,14441280,7088,1943
4081,2816,869,14207457,1713,1943
4081,2253,608,15284737,8079,1943
3344,231,408,11088088,1749,376
3344,2220,967,9035596,5803,376
3344,1991,539,10109187,7576,376
4051,231,731,16241740,1749,1830
4051,4197,1036,12062509,3317,1830
1886,231,33,3549373,1749,2964
1886,4009,1957,-4288617,1649,2964
4334,231,726,18615850,1749,582
4334,3823,1081,14650893,3433,582
4334,1777,892,17198472,3930,582
4491,231,371,20083380,1749,141
4491,3657,778,17323935,6932,141
3528,4033,1767,5320473,7473,2612
2777,4033,26,7606871,7473,2911
1186,4033,1369,-4114581,7473,1695
1186,3267,1959,-4993457,2391,1695
817,1900,276,143089,1813,1333
817,1193,1253,-827340,6767,1333
817,4373,782,-2752197,1750,1333
817,3458,1885,-5850841,8546,1333
817,911,601,119978,8853,1333
1770,1900,713,1778200,1813,12
1770,3106,1819,-2516914,2531,12
1770,714,1620,1976220,6724,12
1770,4495,1971,-5726745,7364,12
3810,1900,415,13727600,1813,2704
3810,699,1939,13160739,8241,2704
3810,1022,1943,12530354,7480,2704
3850,340,1918,14170380,9160,606
2197,340,1717,4243029,9160,646
2197,1702,1725,1890859,2505,646
2197,310,1014,4512469,3420,646
3354,3245,205,10584091,535,2020
3354,1696,250,10825316,8852,2020
3354,484,1832,10362628,5268,2020
3354,4657,1711,3281189,225,2020
4673,3245,886,18961859,535,2628
1043,4585,1762,-6990921,9281,2236
1043,264,1224,764713,3233,2236
1043,1527,1245,-813266,9911,2236
475,4585,572,-2396995,9281,1616
475,3501,187,-429062,6373,1616
475,3217,1080,-3248735,8729,1616
475,4402,1077,-4515329,6792,1616
475,2735,1291,-3305260,353,1616
475,1174,1419,-1440281,7889,1616
475,2473,971,-2175658,1008,1616
3092,4585,327,8061169,9281,1485
3092,1182,1780,7456504,4468,1485
3092,3887,1691,2987547,5298,1485
3092,2246,421,8614898,3328,1485
4573,4585,559,18349314,9281,1563
4573,1339,1982,18258431,4920,1563
4573,3002,583,19162163,3621,1563
4573,4950,1710,12447829,6539,1563
4573,2283,826,19026571,5979,1563
4573,1788,1232,18709513,1831,1563
691,4585,123,-86474,9281,35
691,429,237,375808,1405,35
691,1607,933,-1021850,8769,35
691,443,590,216111,5998,35
918,1714,984,-843852,3661,1817
918,4424,1572,-6111804,4055,1817
584,1714,156,73672,3661,1485
1289,2881,311,765530,4054,1414
4203,2881,862,15181787,4054,1636
4203,4615,1648,10059689,8488,1636
4784,4616,120,22332736,4973,2926
4784,4010,1418,17200476,6984,2926
4784,395,650,22629906,6621,2926
4784,4348,451,20925708,1642,2926
4784,477,1018,22401070,2305,2926
1143,4616,463,-830759,4973,1640
1143,4043,1145,-3322786,4586,1640
1143,1414,605,450979,2427,1640
2585,426,1153,6191047,4445,891
2585,4091,1639,-22924,4456,891
2585,689,150,6578875,2985,891
707,426,572,256177,4445,1154
707,4088,166,-178759,5227,1154
707,886,264,265945,4209,1154
3290,2737,920,8306060,8985,1659
3290,2524,1883,6071408,3867,1659
3290,2566,248,10187732,933,1659
3290,3008,1834,5307428,9271,1659
1490,648,841,1675132,9509,2541
1490,4553,1412,-4208736,298,2541
1861,648,1380,2569081,9509,2834
1861,2577,523,2115550,2204,2834
1861,3722,1406,-1769811,4634,2834
4944,2057,406,23607994,7177,1981
4944,2268,1916,20097648,474,1981
4944,764,1946,22956392,7813,1981
4944,100,1979,24245236,1637,1981
1332,2057,1505,-1321561,7177,1437
1332,2665,146,1385134,1996,1437
825,2057,1852,-3128939,7177,1294
825,3246,1725,-4918725,7016,1294
825,2910,1636,-4080135,2461,1294
825,625,1932,-526875,4682,1294
2843,4692,1470,1185409,9809,2450
3171,2145,1288,7292481,6606,111
3171,2987,1944,4248513,6997,111
497,2145,485,-793316,6606,2277
497,1344,205,-28511,6253,2277
497,2755,674,-1609861,3103,2277
2948,4582,365,7018274,821,679
2948,4750,1763,316454,6294,679
2948,31,1382,8647862,7786,679
916,4582,24,729088,821,360
2050,1454,1838,1530048,7488,577
2050,2521,1007,1663853,263,577
983,1454,1290,-909371,7488,2088
983,3288,1008,-2348015,9264,2088
983,3863,1948,-6558835,9828,2088
983,3429,665,-1313996,6522,2088
983,3973,136,425961,6952,2088
3091,284,1908,9012409,7431,1466
2751,284,962,7294793,7431,2732
3512,284,1511,11905020,7431,2659
1469,1027,1892,214877,9576,1414
3955,1520,173,15379065,7068,2905
3955,4193,1666,8656487,2674,2905
3099,1520,1376,7512281,7068,1689
3099,2930,1928,3954761,7323,1689
4150,1520,1346,15176580,7068,1379
4150,4213,1465,11050455,3166,1379
1917,3888,223,2807865,2943,827
2661,3888,1862,-158535,2943,1010
2661,4234,1702,-125347,614,1010
2661,4109,1410,1287231,8486,1010
2661,4946,1891,-2271965,7393,1010
2661,2855,714,5042451,2164,1010
2661,333,770,6824511,5011,1010
4677,304,947,21586441,5633,1069
301,304,929,-191815,5633,1086
301,1654,148,-154191,6127,1086
301,3732,1094,-3992207,4194,1086
3933,4576,1684,7762505,8940,822
3933,4069,635,12884674,9635,822
3048,2204,1132,6795376,9238,788
3048,2024,462,8355216,4870,788
4863,2204,1293,20798997,9238,183
4863,3929,1039,19566538,4398,183
4863,3645,1572,17918829,8271,183
772,1636,1967,-2622028,1468,2830
503,1636,848,-1134319,1468,2529
1403,1636,927,451837,1468,2796
1403,510,9,1963819,6689,2796
1403,752,835,1340489,5764,2796
1403,2961,1678,-3000149,3574,2796
1295,168,786,1544977,9846,1319
1295,725,91,1611050,7881,1319
2170,168,1167,4512844,9846,2524
2170,3197,631,2691593,9355,2524
2170,4653,949,293203,347,2524
2170,3460,917,1536080,4359,2524
2299,168,783,5153857,9846,507
427,3242,1492,-4654735,4080,2715
427,1691,984,-1481615,8885,2715
1169,3266,53,1193463,3801,848
1169,2378,612,-88775,772,848
4790,3266,1118,19292712,3801,1584
4790,1445,654,21999070,109,1584
4790,1249,899,21821249,9274,1584
4790,4012,1876,15417588,1169,1584
4554,3004,1045,17599736,840,392
4554,3275,344,19612316,7074,392
4554,4990,350,18992416,4600,392
4554,2084,1739,17114840,3155,392
3496,3004,311,11287772,840,1508
3496,4209,836,8703292,3571,1508
3496,397,1891,11471289,5643,1508
3496,2409,297,11506543,6514,1508
3496,4270,830,8677916,5251,1508
3496,1383,537,11479345,5731,1508
3496,4590,582,9550636,584,1508
4003,3004,1084,12767673,840,1890
4003,1543,1855,13161744,3166,1890
4003,727,102,15949855,6180,1890
4003,4598,1921,7191251,7069,1890
1372,475,1559,1141859,496,1178
4738,475,296,22308044,496,760
4738,4453,636,19616536,354,760
4433,475,469,19428714,496,1330
4433,2262,1420,16439449,3072,1330
164,2058,1269,-2584706,9350,609
164,2360,522,-1205024,8107,609
1792,4901,408,1211656,3145,2367
1792,1652,532,2332400,5466,2367
1792,4268,491,1115676,2751,2367
2059,4901,1231,-1793650,3145,641
2059,3114,101,3924967,1535,641
2622,742,1960,5420564,9758,1921
2622,3403,1920,341124,2671,1921
2622,3337,1299,2540121,698,1921
1414,742,822,1389472,9758,1140
1414,3516,1107,-1892816,9421,1140
2964,742,26,8766004,9758,1579
2964,2868,385,7681116,9927,1579
2964,33,161,8779983,8422,1579
2964,3401,1324,4282372,8297,1579
2964,735,1650,7572546,7461,1579
166,742,1091,-781966,9758,413
166,4125,63,-232319,6281,413
166,416,1093,-427132,6336,413
2227,2358,403,4009255,8977,1049
1240,2358,1911,-2968538,8977,57
1240,3615,1744,-4766960,5995,57
81,4132,1434,-5918727,8777,2352
81,1125,1982,-2223189,2383,2352
4876,4132,717,20812732,8777,1369
4876,406,1264,23262192,9180,1369
1461,4724,255,929901,4011,572
1461,4482,1324,-3799647,7230,572
1461,4097,1344,-3371847,9715,572
1461,4905,166,1320291,5125,572
2273,4828,931,671661,5,888
2273,2311,1804,997485,3472,888
2273,4619,863,1180332,8419,888
2273,678,548,4794985,7984,888
200,4392,1628,-7110176,2080,1926
1452,4392,332,650160,2080,2009
842,4392,1668,-6616892,2080,1514
842,14,1509,687838,2649,1514
842,2192,778,-996412,2020,1514
842,1531,787,-495933,9729,1514
2108,4045,454,2607234,7863,1585
2108,3088,1372,206928,4201,1585
2108,3001,1960,-1438296,1481,1585
2108,484,354,4272328,5268,1585
2108,4055,1963,-3516301,5481,1585
2108,1791,1249,2206705,6533,1585
2896,4045,761,5308571,7863,1310
2896,2456,74,8205072,7960,1310
2896,3497,1226,4099494,1237,1310
2896,2887,973,5577765,1394,1310
4970,4045,1547,18443285,7863,438
2243,4045,648,2409889,7863,1436
2243,2120,1985,822849,3196,1436
2243,3820,948,1409689,5758,1436
3590,2419,478,11731818,8115,2938
3590,2598,40,12784180,3302,2938
3590,3053,442,11538674,2155,2938
2235,1285,1661,2860840,7798,2601
2235,3399,1642,-585933,1337,2601
850,3503,1563,-4752689,4297,615
2313,3503,801,2544066,4297,1974
2313,4777,1682,-2684945,4651,1974
2066,2009,774,2713390,6305,736
2066,2366,1233,1351078,5876,736
2066,40,1527,4207276,6893,736
1722,2009,292,2378656,6305,2788
1722,2773,454,1706342,2329,2788
1974,2009,658,2574754,6305,2035
1974,3398,481,2262238,3504,2035
1974,3708,1421,-1372392,9255,2035
1974,3633,867,746865,4899,2035
1974,4377,89,3507123,7375,2035
3323,2448,509,9796297,3559,111
3323,2754,1892,5831761,5940,111
3012,2448,311,8310816,3559,1038
3012,4405,973,4786079,6402,1038
3616,2448,1456,9511168,3559,1706
3616,4003,98,12683162,6229,1706
3217,1802,1778,7145133,7814,2765
3217,2998,1936,4544961,5498,2765
3217,1148,1902,8165593,5426,2765
3217,668,358,10109945,825,2765
