A,B,D,H
659,3676,709,-2172003
2988,4901,1244,2831300
4155,1986,86,17093229
2566,1057,78,6501910
4523,729,601,20019400
1555,385,97,2380680
2177,3918,1436,-886919
4722,2319,1332,19208376
4093,2641,290,15986759
4946,2726,916,21965900
1531,3078,1056,-906407
1269,4882,1829,-7318817
2341,972,989,4518973
3113,3906,138,9151741
2186,4843,1052,-316240
1778,870,342,2863744
904,2418,172,401320
464,776,540,-203744
3304,2378,995,8550306
4475,1508,1569,17659573
3447,1342,71,11786527
270,3258,525,-1637550
1685,2484,415,1808365
2368,3861,1252,773452
2119,2766,845,2152891
3206,574,955,9730266
4521,2458,1931,15693043
2829,228,1603,7637757
773,2356,770,-1216591
1800,4737,639,213057
2247,213,77,5032608
670,4430,1993,-8380090
3488,4809,1373,5563387
3776,420,1350,13691176
1735,3188,912,102769
3462,1411,1146,10368438
1488,4246,1384,-3662320
3571,2640,98,12493321
674,4455,417,-1403459
4218,1400,1236,16061124
1633,1634,1416,352945
3272,4742,406,8780732
2012,2360,83,3852264
3438,2239,1136,9276340
4033,760,307,16031769
3989,1110,1228,14549041
2222,732,876,4296052
904,2755,1923,-4480649
538,15,1243,270799
2496,1959,607,5040903
775,18,235,596395
1578,3884,306,1301580
2186,1275,711,3872071
4275,774,1806,16877781
2488,2130,1889,2166574
4775,641,1961,21543624
1301,4968,1240,-4467719
4590,4596,289,19739856
2966,3805,1500,3089656
2614,783,563,6392167
1698,1999,1711,-537085
1768,1737,1246,961522
31,4391,248,-1088007
4833,194,1602,23047101
691,443,590,216111
4303,1597,339,17974426
1827,2946,248,2607321
2505,1992,1896,2498193
77,3257,1548,-5035907
3310,1913,429,10135423
4101,3841,1924,9428117
2323,3325,1339,944154
3584,3925,8,12813656
2758,4408,1236,2158276
393,1331,1856,-2315887
1984,635,838,3404126
40,3091,27,-81857
807,230,744,480129
516,244,756,81792
4337,1255,1836,16505389
4034,4653,1587,8888845
1233,3283,476,-42419
2109,1860,250,3982881
4130,3017,786,14685538
660,3327,1995,-6201765
3255,1597,567,9689526
538,2096,1344,-2527580
3539,2548,2,12519425
3273,843,820,10021269
811,3802,1600,-5425479
3839,1917,552,13679737
4183,752,822,16879345
1530,3795,1584,-3670380
3229,1280,432,9873481
235,929,1098,-964817
4160,4766,544,14712896
124,127,1068,-120260
178,4086,82,-303368
1300,4054,30,1568380
878,1024,1723,-993468
4916,4871,1452,17094364
3473,2344,1997,7380761
9,1844,349,-643475
3995,3524,1681,10036181
740,2068,1073,-1671364
3348,1168,486,10641456
1370,2861,656,84
870,854,853,28438
4661,4310,695,18729471
4874,3423,1040,20195956
114,3156,203,-627672
806,2599,1433,-3074731
1067,533,1144,528737
1723,3634,633,668407
4742,3686,527,20544042
2659,3866,1496,1286745
3469,1011,1895,10118116
497,2755,674,-1609861
4937,3587,1477,19075970
904,4176,891,-2903600
465,3608,1846,-6444143
3736,4909,1912,4571688
1443,4135,1373,-3595106
3778,4476,1654,6869980
3455,135,1652,11714005
3921,3951,1077,11119014
189,1689,1168,-1937031
3285,660,1694,9673185
906,4922,1315,-5651594
2068,4688,376,2513936
3358,4339,1884,3101488
3676,27,493,13499665
4108,4436,975,12550564
2964,33,161,8779983
4751,4128,1161,17779393
4680,778,612,21426264
3847,3494,815,11951799
3111,3270,458,8180661
3751,2238,760,12369121
2818,3997,158,7309598
3410,1298,1740,9369580
1320,3903,1251,-3140253
1508,301,1049,1958315
4221,1134,96,17707977
1413,4058,1084,-2402303
4725,381,1268,21842517
4671,3697,1736,15400249
2835,4260,1493,1677045
4018,4907,846,11993002
1430,2163,194,1625278
1811,3386,193,2626223
333,3844,218,-727103
1678,3253,139,2363517
1210,594,1013,862378
1309,4883,1657,-6377650
2437,2942,557,4300275
1110,1003,1462,-234286
3449,1408,1397,9928625
3835,3594,858,11623573
2237,2318,625,3555419
3951,4082,1640,8915921
1661,3047,1289,-1168662
1784,2542,116,2887784
418,3108,1909,-5758448
4565,365,1672,20228945
1957,1393,1684,1484037
1941,621,1367,2918574
3830,4875,222,13586650
129,30,665,-3309
3241,840,1839,8959321
1302,2746,1399,-2146450
172,4844,1373,-6621228
1191,4236,1073,-3126747
3990,234,1964,15460524
1695,4850,794,-977875
2539,2294,1606,2762357
475,1174,1419,-1440281
27,4836,223,-1077699
2148,3918,127,4116318
2388,4863,461,3460701
4012,207,1225,15842569
1946,2436,315,3019576
3223,2974,1122,7050901
2964,3401,1324,4282372
3891,2347,692,13515757
1335,4834,456,-422079
1286,3882,190,916216
2814,1535,427,7263151
4787,2641,537,21497152
2078,4548,78,3963340
3955,1520,173,15379065
2336,4314,277,4261918
1518,4093,1757,-4887077
3680,4171,102,13116958
708,3841,174,-167070
4041,1865,1427,13668326
4948,2597,1972,19361420
2736,482,724,7136728
3477,3105,1175,8441154
2667,3307,553,5284118
4801,1551,1876,20139925
1953,3380,343,2654869
3081,4873,667,6242270
1416,829,145,1884851
1187,619,739,951528
2371,4907,257,4360542
2548,1249,1249,4932303
1646,1942,1887,-955238
4259,223,1924,17710029
848,4509,244,-381092
3060,1640,1323,7193880
1172,2399,311,627495
598,3321,1402,-4298438
3480,4325,1005,7763775
2429,1547,1125,4159666
3888,2802,54,14965236
2902,1060,90,8326204
4513,4520,1760,12411969
1729,4919,1749,-5613890
3322,3707,1302,6209170
4246,2930,429,16771546
4936,1741,1271,22151285
2534,1426,268,6038988
3505,1043,427,11839664
2306,146,147,5296174
3796,453,983,13964317
1650,2777,1502,-1448554
4683,3465,1279,17498754
3835,4586,449,12648111
234,3108,1127,-3447960
1349,3694,1808,-4858951
4400,4541,112,18851408
3472,2263,991,9812151
659,3758,1120,-3774679
2287,3894,1333,39667
4077,135,1473,16423074
2214,91,316,4873040
3986,4596,640,12946756
3538,188,1894,12161372
984,2308,924,-1164336
4494,4824,16,20118852
159,4102,1849,-7559317
2,2879,1170,-3368426
821,3059,1100,-2690859
4945,1185,395,23984950
2767,3586,1211,3313643
4327,4225,1442,12630479
2440,4216,992,1771328
1325,3407,457,198626
2418,404,1743,5142552
3869,4759,1272,8915713
3472,2074,1821,8278030
617,428,462,182953
4324,3030,1307,14736766
4365,1779,1169,16973574
321,3935,661,-2497994
171,476,575,-244459
87,2158,1392,-2996367
1400,2869,334,1001754
4517,3218,167,19865883
3770,1432,1666,11827188
2233,704,446,4672305
1260,1610,1831,-1360310
430,1507,542,-631894
2082,4340,294,3058764
1642,1156,276,2377108
2737,1970,43,7406459
271,191,1638,-239417
3644,4860,1000,8418736
3245,1247,1288,8923889
2998,2654,1681,4526630
1756,3831,1401,-2283695
1049,3958,1784,-5960671
957,4242,1370,-4895691
57,1583,784,-1237823
2204,1828,276,4353088
2390,2406,901,3544294
2398,722,1934,4354056
4716,2171,1805,18322001
4868,1311,23,23667271
4207,4605,1524,10680829
4071,4497,1829,8348028
747,3615,570,-1502541
2691,4977,1481,-129456
704,347,1241,64989
2888,1873,506,7392806
2749,239,26,7550787
3908,2361,706,13605598
2085,1335,91,4225740
1736,1382,962,1684212
2594,1549,363,6166549
1006,2206,436,50220
1838,1300,1091,1959944
3193,4263,1041,5757466
2368,4319,100,5175524
1306,2417,1535,-2004459
4302,2649,1976,13272780
1444,3223,516,422068
1815,2043,846,1565847
861,3754,1671,-5531613
4653,2159,318,20963847
3655,4681,336,11786209
3523,683,1931,11092656
2506,4679,1087,1193963
205,585,1013,-550580
503,1636,848,-1134319
4641,149,1055,21381686
2766,4284,382,6014268
809,4075,888,-2964119
3543,2542,34,12466421
546,4500,1950,-8476884
4290,820,883,17680040
1002,4256,1693,-6201404
1863,1617,1474,1087311
467,556,1010,-343471
4675,2051,1733,18301242
4637,2299,169,21113238
873,206,1504,452305
920,3955,896,-2697280
396,3988,575,-2136284
2967,3753,1501,3169836
1992,1688,901,2447176
2347,4314,199,4649923
2755,3659,718,4962863
1941,4836,239,2611677
422,3975,82,-147866
827,269,1957,157496
1497,2021,725,775784
3273,1511,1126,9011143
1036,3190,1684,-4298664
3059,2872,1724,4406153
4613,3318,836,18505921
2509,768,1656,5023273
4112,3279,1731,11232595
433,4144,1922,-7777279
647,112,1995,195169
4908,4177,1475,17927389
4798,2124,1969,18838648
814,2434,1260,-2404244
3955,4193,1666,8656487
586,2337,315,-392759
523,705,1628,-874211
4494,4311,1712,12815604
4515,3659,803,17447048
4106,2717,687,14992657
3199,527,990,9711871
666,753,799,-158091
1350,4633,1102,-3283066
4153,4255,718,14192319
3237,3073,1876,4713221
714,3126,811,-2025390
4784,395,650,22629906
1866,4145,1219,-1570799
2511,1865,28,6252901
542,1453,1762,-2266422
4468,1059,488,19446232
4942,1008,1708,22701700
2661,4109,1410,1287231
3506,4912,958,7586340
3967,925,187,15564114
4776,553,1125,22188051
254,372,771,-222296
2864,4021,182,7470674
741,1776,1414,-1962183
1667,4383,1378,-3260885
3792,2651,380,13371884
15,3895,909,-3540330
184,4860,1013,-4889324
3659,4775,1844,4583181
241,140,1457,-145899
504,3015,1751,-5025249
1406,267,5,1975501
3060,120,43,9358440
2882,2392,585,6906604
4519,3009,10,20391271
600,434,159,290994
4299,638,1925,17253251
2414,3801,923,2319073
4758,3182,769,20191606
469,2075,1037,-1931814
2634,3220,876,4117236
3660,4114,1828,5875208
3418,2278,1171,9015186
1103,723,1296,279601
2838,4581,1441,1453023
3620,447,321,12960913
3537,409,1528,11885417
2382,3484,399,4283808
3997,1639,580,15025389
1269,1768,888,40377
2680,3101,1884,1340116
1244,3397,1655,-4074499
4000,1417,326,15538058
4794,815,154,22856926
1072,3966,1651,-5398682
2954,3163,1346,4468718
880,2740,1025,-2034100
3949,4975,371,13748876
4021,4446,1671,8739175
2333,2335,644,3939149
4096,2213,1809,12773899
3982,2141,559,14659505
4492,2515,562,18764634
4830,2396,35,23245040
980,2543,373,11861
2588,1498,1908,3839560
4568,3148,1241,16959956
235,2013,623,-1198874
622,3126,509,-1204250
3375,824,574,10917649
2860,1189,1424,6486464
2867,2500,1979,3272189
94,639,1114,-703010
2286,4342,1609,-1760482
1394,4058,134,1399464
4310,2906,1740,13519660
4033,4884,895,11893909
2461,84,1569,5924725
2608,3480,1112,2931904
4391,4719,1862,10494103
2118,1300,1476,2567124
1448,3914,378,617212
1499,3713,567,141730
3970,3785,1654,9500510
2804,4713,462,5685010
4817,2075,1293,20520514
1558,4771,1735,-5850321
1007,3347,1080,-2600711
3150,1927,1417,7191941
3007,2160,631,7679089
4300,358,399,18347158
2431,1729,1326,3617107
1764,2021,429,2244687
3970,862,1970,14062760
4497,4985,1977,10367664
4644,1327,855,20432151
1016,3015,747,-1219949
4015,3034,1921,10291911
2529,432,616,6129729
540,673,574,-94702
4977,1652,664,23673601
4633,1344,1211,19837105
760,3350,1283,-3720450
777,4804,543,-2004843
4334,1777,892,17198472
3384,729,1836,10113012
4326,182,923,18546290
4552,2794,1183,17415402
2476,2761,1140,2983036
1554,2992,392,1242052
1120,111,1257,1114873
4536,4567,1948,11678780
1112,3762,1957,-6125690
1375,4907,342,212431
105,1143,1630,-1852065
2567,3038,1879,881087
2480,3548,277,5167604
2947,600,428,8428009
1905,3285,1982,-2881845
1202,1194,1636,-508580
4053,4814,1131,10982175
4794,2924,475,21593536
1841,4226,1633,-3511777
3300,3425,176,10287200
2097,4405,154,3719039
4337,125,404,18759069
3890,780,930,14406700
2837,4720,841,4079049
500,2727,1020,-2531540
216,642,382,-198588
3852,4296,824,11298000
4263,3050,779,15797219
2012,1391,1219,2352515
3315,301,1741,10465184
3433,975,222,11569039
4204,3588,1524,12205504
3943,2122,458,14575373
1747,4213,1671,-3987914
2257,4385,1315,-672226
2442,2562,652,4292940
183,120,236,5169
4667,1802,1124,19755441
3184,2036,478,9164648
3176,3248,1148,6358272
1637,2113,1466,-417889
4092,2974,1137,13363026
1462,4615,1612,-5301936
4157,1120,1674,15405769
2830,790,641,7502510
3856,3370,1025,11414486
827,3318,71,448351
3422,771,1112,10852732
4252,4519,208,17139552
2478,1154,545,5511554
1179,230,1987,933031
4424,3017,1843,14011445
4098,2207,1611,13238127
4360,3332,1235,14894580
565,4020,1516,-5775095
3274,737,1054,9942278
4172,3466,833,14518406
82,2491,1473,-3662519
4198,2003,1051,15518051
3469,4308,1598,5149777
761,3252,1060,-2867999
2896,3497,1226,4099494
3139,1609,1021,8210532
3242,572,1398,9710908
2483,1640,1688,3396969
3944,3268,803,12930932
2334,4149,1079,970785
497,2145,485,-793316
3316,4518,1597,3780610
4828,1924,642,22074376
609,541,1699,-548278
108,2345,81,-178281
310,1321,77,-5617
2954,4386,696,5673460
1829,4917,481,980164
4958,706,93,24516106
2893,715,558,7970479
2508,3666,1821,-385722
4576,4364,648,18111904
921,903,312,566505
2906,1897,1266,6043234
3062,2453,1607,5433873
1031,1983,292,483925
4535,4537,651,17612638
4866,1737,790,22305726
275,2669,306,-741089
694,1,1279,480357
1538,1815,834,851734
719,4607,224,-515007
1230,3662,1868,-5327716
1823,3542,1529,-2092389
3929,1323,185,15192286
4943,410,1184,23947809
220,611,1253,-717183
1257,4074,1027,-2603949
3601,2052,982,10952137
3953,597,525,15312784
3042,2019,106,9039750
98,615,1045,-633071
4581,4493,1479,14340414
1038,4573,300,-294456
1422,4802,1940,-7293796
3606,1573,394,12383474
502,2163,1371,-2713469
498,1284,671,-613560
4324,2258,1326,15702868
4966,1260,225,24377656
2000,4095,1434,-1872230
3396,2544,1594,7477680
1386,2782,851,-446486
510,3893,867,-3115131
2435,2014,1667,2571887
2908,1659,284,7985308
1532,3837,726,-438638
1902,3064,1596,-1272540
2172,2819,135,4337019
3856,3986,532,12748184
2964,735,1650,7572546
1770,714,1620,1976220
1298,1156,1822,-421428
4085,3881,1584,10539721
2465,4694,1808,-2410527
2425,232,1111,5622873
3960,3069,1612,10734372
924,1220,1171,-574844
182,4274,1153,-4894798
346,2751,1492,-3984776
2166,3189,1212,826488
3456,899,274,11697610
4785,925,351,22571550
487,4966,1013,-4793389
895,3987,121,318598
4715,69,1533,22125448
961,1845,1217,-1321844
2293,4886,697,1852307
2477,1680,1140,4220329
4429,1941,117,19388944
965,470,1531,211655
2785,435,1514,7097635
1348,1771,825,356029
4213,3309,657,15575356
1596,3043,390,1360446
2118,4470,1734,-3265056
1857,1914,96,3264705
1044,112,557,1027552
4410,2466,954,17095536
4747,1896,1157,20340337
2083,4012,565,2072109
1798,2547,1293,-60467
3161,4021,1428,4249933
1481,1659,1565,-402974
2412,3240,1062,2376864
3780,4928,1362,7576464
4962,4781,406,22680358
4000,3559,743,13355663
3996,898,1996,14175608
549,894,1136,-714183
4565,1979,1537,17797502
4539,4939,520,18034241
2805,2023,1179,5482908
2840,2329,1340,4944740
1359,972,1051,825309
4676,1479,82,21743698
4999,2254,1287,22089103
1792,4268,491,1115676
3614,875,417,12696121
1984,1364,829,2805500
1116,1747,705,13821
1056,1302,95,991446
1489,2576,993,-340847
672,2855,391,-664721
2252,3765,142,4536874
925,1483,141,646522
372,3156,201,-495972
3511,2938,507,10837555
4239,1224,391,17490537
236,2507,1835,-4544649
1928,726,1033,2967226
1571,3026,1348,-1611007
629,4046,980,-3569439
2610,3863,18,6742566
120,4857,712,-3443784
3592,1523,278,12479070
4940,4768,1357,17933424
2534,1721,1143,4454053
3477,4864,1812,3275961
2547,3930,1041,2396079
4347,3424,1958,12192217
1994,949,195,3790981
1327,2170,1952,-2474911
762,194,666,451440
2395,4643,1665,-1994570
4236,4128,768,14773392
2335,1339,1020,4086445
133,565,244,-120171
4045,2253,1637,12673864
4391,1598,1440,16979761
3291,4303,118,10322927
1252,998,1141,428786
1043,1527,1245,-813266
4194,781,1677,16279899
3432,3878,1462,6108988
1246,4512,1516,-5287676
3873,73,1071,14921946
187,1676,1625,-2688531
36,2800,1262,-3532304
3672,249,276,13414860
1344,4307,1037,-2660023
2563,2152,926,4576217
3036,1931,771,7728495
2578,452,1313,6052608
4710,3665,1187,17833745
550,145,1781,44255
2783,1074,1876,5730265
48,3661,567,-2073483
2114,3945,240,3522196
4559,241,501,20663740
1830,4106,1369,-2272214
1414,3516,1107,-1892816
2667,3231,706,4831803
2021,1649,268,3642509
4214,1845,464,16901716
2013,343,524,3872437
4224,1332,1071,16415604
3044,3778,679,6700674
326,4087,1655,-6657709
4776,4378,428,20936392
1332,2665,146,1385134
1057,735,173,990094
3938,3441,429,14031655
2201,4860,1294,-1444439
2108,3001,1960,-1438296
4387,2793,1159,16008682
1164,3639,883,-1858341
3572,1508,94,12617432
4426,3412,576,17624164
946,4219,930,-3028754
1456,946,1143,1038658
2303,1169,913,4236512
2676,1906,1072,5117744
1109,1032,1055,141121
2078,1827,322,3729790
555,3112,1886,-5561207
1686,4209,743,-284691
3238,1345,1984,7816164
965,2329,318,190603
993,4073,379,-557618
1371,179,1211,1662872
545,1499,1326,-1690649
1537,1457,929,1008816
3718,1263,462,13240018
682,4299,1621,-6503555
3813,4504,831,10796145
38,4910,1728,-8483036
2855,2235,414,7225735
324,485,447,-111819
3966,4068,1690,8854236
1866,1707,1679,615903
2578,3443,1048,3037820
90,175,935,-155525
4722,2423,941,20017241
1820,1751,404,2604996
1493,4808,657,-929807
345,4015,1163,-4550420
3931,116,1047,15331309
3382,2899,237,10750861
3814,2522,1684,10299548
379,750,310,-88859
2779,1253,1059,6395914
2156,2488,1265,1501016
3417,1950,471,10757439
589,3907,525,-1704254
198,2494,1074,-2639352
447,162,1401,-27153
4595,3504,1283,16618393
4867,1519,1459,21471468
707,886,264,265945
1859,4865,615,463906
3493,1,648,12200401
4451,2420,627,18294061
4739,4536,717,19205809
695,4795,1069,-4642830
4393,1619,1331,17143560
970,4283,1129,-3894607
1652,778,1906,1246236
3208,547,1201,9634317
1282,2163,1530,-1665866
2662,873,1812,5504368
98,2184,1036,-2253020
1034,3957,84,736768
453,4900,893,-4170491
1318,3541,235,904989
894,344,1663,227164
2881,3039,1975,2298136
205,1960,1932,-3744695
1332,2057,1505,-1321561
1323,2595,435,621504
787,2716,470,-657151
469,720,1282,-703079
4400,3686,910,16005740
2648,972,935,6103084
3701,2285,287,13041606
96,656,92,-51136
991,1254,1532,-939047
717,3696,6,491913
3339,3484,1898,4536289
539,1517,1089,-1361492
820,1009,1385,-725065
335,3497,959,-3241398
4332,51,1760,18676464
3423,1858,1264,9368417
1199,1060,60,1374001
4255,2614,1361,14547371
284,3672,1535,-5555864
2594,2035,1906,2850126
2529,4687,713,3054010
410,777,646,-333842
4406,460,1141,18887976
4243,4320,262,16871209
2608,2061,1907,2871337
4091,1416,504,16022617
2508,4612,1420,-258976
3260,988,1910,8740520
4660,2400,606,20261200
3937,4356,297,14206237
755,3432,521,-1218047
1894,1739,704,2362980
4742,4208,322,21131588
379,2312,800,-1705959
3468,2101,1698,8459526
3694,4547,50,13418286
259,52,423,45085
4551,356,1655,20122421
2533,1976,914,4610025
2768,3176,1324,3456800
2767,4253,1951,-641314
2878,4474,1231,2775390
660,1177,895,-617815
4194,3406,1850,11288536
2302,4017,251,4290937
1474,2602,681,400714
3321,3797,240,10117761
793,1966,358,-74979
1855,1129,1835,1369310
2216,3609,1286,269482
3404,1562,1448,9325440
2636,1785,1606,4081786
149,4474,1562,-6966187
821,822,1142,-264683
1015,1256,1638,-1027103
4571,590,29,20876931
1938,2354,356,2917820
998,4879,1262,-5161294
1159,2645,1381,-2309464
1963,3686,308,2718081
2471,4877,1293,-200120
1681,597,649,2438308
2842,2060,1503,4980784
756,549,1195,-84519
2707,1554,509,6536863
4669,3365,49,21634676
2469,2929,139,5688830
4950,293,1579,24039853
4187,2282,288,16873753
2312,843,1743,3875995
4763,4375,1217,17361794
1095,966,1731,-473121
2388,3090,1721,384654
1265,3605,597,-551960
225,2156,792,-1656927
4359,4751,1742,10724639
3757,2336,530,12876969
879,4414,1557,-6099957
3885,2756,825,12819525
4006,318,1259,15647674
3356,4986,1345,4556566
2887,2327,972,6072925
230,3645,1574,-5684330
4529,4242,1944,12265393
296,1702,1462,-2400708
4359,3480,1204,14810961
198,2309,349,-766637
712,1271,1210,-1030966
2759,1803,1203,5443072
4582,4959,1996,11096560
3170,1375,684,9108400
4915,1665,1853,21071980
1099,1883,1753,-2093098
1690,1383,479,2193643
3578,1030,190,12606384
3752,1646,388,13438856
3332,1746,1851,7870378
4849,3968,1891,16009313
3107,4891,13,9589866
1628,1115,647,1928979
4304,3169,1319,14344505
403,4673,1192,-5407807
4228,3281,1450,13118534
4563,1481,1404,18741645
4698,451,1744,21284660
757,1091,768,-264839
1871,4414,1427,-2798137
1787,3337,1775,-2729806
4120,2407,51,16851643
4788,3971,1774,15880390
1591,3633,1369,-2442296
1105,2208,949,-874367
3889,1738,1713,12147127
449,3313,1981,-6361452
2090,4322,561,1943458
864,1523,1874,-2107606
4549,815,559,20237816
878,3759,1844,-6160712
4711,1402,508,21481305
3508,3693,1774,5754682
957,2422,1960,-3831271
3340,4087,503,9099839
2013,438,873,3669795
3414,2123,793,9971857
954,4858,118,336872
