DATEKEY,DATE,DAYOFWEEK,MONTH,YEAR,YEARMONTHNUM,YEARMONTH,DAYNUMINWEEK,DAYNUMINMONTH,DAYNUMINYEAR,MONTHNUMINYEAR,WEEKNUMINYEAR,SELLINGSEASON,LASTDAYINMONTHFL,HOLIDAYFL,WEEKDAYFL
19970701,321,495,537,410,876,232,119,710,287,838,967,146,103,34,169
19970702,510,92,709,284,802,299,239,138,300,271,833,507,524,325,483
19970703,400,524,983,474,729,526,895,130,69,552,185,424,170,694,262
19970704,466,104,62,803,893,538,39,465,670,895,116,223,517,727,173
19970705,440,707,533,418,412,89,225,740,820,804,564,323,116,337,320
19970706,783,309,49,358,772,424,775,978,11,777,759,636,866,187,975
19970707,126,904,979,792,543,61,47,69,795,989,378,530,262,436,378
19970708,743,34,118,137,17,1019,293,787,906,994,12,926,811,570,170
19970709,560,227,175,293,151,648,534,835,418,741,847,349,176,460,477
19970710,687,159,503,417,138,936,876,257,189,673,654,386,685,825,385
19970711,581,186,865,958,742,608,752,537,480,115,9,918,293,893,799
19970712,950,497,13,935,909,744,31,541,504,298,580,751,446,552,292
19970713,677,492,27,973,745,198,274,1020,477,423,608,105,897,839,99
19970714,898,352,513,243,912,504,769,1015,434,161,805,367,503,748,697
19970715,897,789,724,304,756,355,866,233,527,965,7,545,561,580,335
19970716,914,771,123,736,606,448,568,494,221,329,241,474,1006,655,763
19970717,988,403,539,708,1019,67,102,0,941,624,608,435,266,140,240
19970718,208,537,215,186,331,264,316,150,1014,451,757,924,975,60,228
19970719,395,742,970,392,464,347,732,326,610,267,528,234,728,264,928
19970720,493,1010,549,152,326,795,956,460,629,25,105,77,505,676,890
19970721,61,412,178,527,12,428,398,735,427,483,439,695,204,234,284
19970722,488,100,321,147,666,20,468,831,286,506,658,896,407,1014,631
19970723,68,350,291,695,919,212,867,103,1018,367,694,202,640,667,90
19970724,5,470,96,401,672,880,591,723,709,82,874,201,51,983,1013
19970725,153,359,680,358,310,326,367,93,120,854,444,605,315,623,254
19970726,262,692,653,354,710,323,181,283,303,777,78,440,437,99,936
19970727,283,451,701,402,439,4,809,642,354,5,982,163,131,884,283
19970728,131,304,375,457,867,897,789,345,208,576,460,113,1010,422,690
19970729,654,925,724,870,24,465,1009,167,341,95,597,659,832,260,605
19970730,145,253,513,760,156,856,214,11,849,683,221,14,796,121,549
19970731,143,877,720,134,32,512,602,860,712,489,210,444,914,507,72
19970801,434,63,709,846,987,339,701,956,5,356,604,436,778,576,504
19970802,657,384,893,284,907,620,945,1007,821,43,899,181,977,350,525
19970803,325,767,193,863,301,323,245,925,67,932,481,157,37,638,325
19970804,966,794,271,265,699,871,696,857,1019,690,946,321,609,61,486
19970805,528,167,187,96,435,467,822,992,877,756,623,99,706,914,236
19970806,198,853,818,272,965,2,565,238,228,791,655,751,723,28,409
19970807,914,702,528,883,457,899,375,148,567,433,262,398,870,601,643
19970808,551,527,450,156,100,524,550,728,213,735,302,367,959,518,31
19970809,295,395,333,290,447,331,384,251,31,367,810,395,444,998,783
19970810,694,982,219,684,482,172,714,176,677,1022,569,137,894,35,16
19970811,941,224,750,614,890,79,601,618,294,530,557,661,799,85,198
19970812,622,155,252,554,903,921,535,763,326,216,652,532,25,495,349
19970813,680,644,770,21,498,409,399,344,676,275,144,275,868,965,338
19970814,851,356,729,973,589,321,1012,875,8,852,416,96,1019,114,636
19970815,843,571,152,912,335,316,121,554,962,73,375,174,70,805,484
19970816,400,13,542,77,180,650,403,852,503,913,141,662,46,308,488
19970817,20,623,83,144,964,125,1004,218,335,481,44,89,163,13,995
19970818,419,48,1019,346,480,932,507,417,118,769,372,630,197,623,947
19970819,38,743,184,9,523,303,308,965,201,1001,1017,973,402,738,366
19970820,356,386,631,687,726,42,274,992,674,292,819,220,340,102,673
19970821,778,795,355,417,120,688,102,799,194,788,490,978,999,591,889
19970822,284,745,320,540,655,206,623,187,919,290,49,486,663,482,1
19970823,339,912,215,139,117,910,290,75,859,430,606,721,841,594,281
19970824,991,912,953,773,51,586,481,755,556,251,230,327,981,826,908
19970825,426,403,10,146,587,461,1019,395,909,854,359,13,865,451,182
19970826,68,18,830,771,667,368,794,875,291,854,422,700,541,382,971
19970827,770,289,219,500,41,150,910,125,929,143,702,766,89,507,805
19970828,1017,384,550,1011,489,861,224,97,809,410,666,830,202,1010,497
19970829,889,668,9,82,154,696,520,736,156,920,597,375,238,649,43
19970830,569,50,90,198,942,874,851,482,273,241,901,938,648,482,951
19970831,357,186,691,672,336,974,578,501,244,31,881,705,453,800,277
19970901,424,918,714,867,681,834,125,781,845,337,505,138,1020,825,614
19970902,680,333,540,1008,802,465,41,975,454,750,639,336,948,1007,227
19970903,862,594,916,115,207,794,404,872,973,66,157,872,539,67,21
19970904,151,509,535,674,971,467,35,732,876,142,516,864,625,405,451
19970905,738,123,770,318,759,150,858,354,324,821,534,294,901,631,472
19970906,734,1020,35,77,642,689,799,254,133,796,236,957,297,513,516
19970907,412,409,993,161,451,750,272,334,464,82,507,639,324,24,210
19970908,354,848,245,698,847,297,107,791,838,213,881,675,392,46,854
19970909,548,476,405,24,590,49,207,352,535,53,255,69,898,250,510
19970910,460,982,205,25,317,607,520,495,572,395,413,311,659,669,811
19970911,567,566,715,9,257,212,940,836,372,480,305,391,188,879,424
19970912,487,327,486,146,594,126,506,27,188,1010,302,994,980,383,1013
19970913,353,844,939,678,881,381,556,990,828,946,134,345,21,396,513
19970914,906,102,942,466,854,472,575,880,114,190,918,289,371,965,461
19970915,877,377,643,849,892,389,192,143,62,1020,584,660,834,185,564
19970916,1008,654,221,786,615,7,972,415,295,968,269,704,281,133,849
19970917,500,852,747,331,716,1014,929,419,741,19,354,660,647,441,74
19970918,739,990,409,324,595,788,66,969,106,544,694,656,319,403,908
19970919,249,333,117,768,866,824,471,939,411,116,612,579,486,1000,725
19970920,876,691,806,1014,920,1015,354,1020,119,796,434,925,455,155,243
19970921,546,551,120,816,179,44,454,710,411,546,620,645,849,717,794
19970922,877,430,541,284,35,59,928,953,59,845,923,805,516,396,544
19970923,694,347,4,165,423,789,655,240,230,724,299,917,332,882,839
19970924,419,1010,905,722,916,564,465,955,493,579,895,715,116,518,533
19970925,576,22,840,901,154,51,769,51,557,608,746,12,1007,819,500
19970926,370,681,623,527,528,870,798,287,431,929,211,413,757,83,236
19970927,901,280,175,904,786,317,469,560,72,132,807,213,441,544,523
19970928,807,895,434,910,137,696,180,407,662,413,333,201,225,993,904
19970929,498,279,861,320,920,769,348,267,276,249,278,713,319,486,800
19970930,860,465,309,211,1002,868,541,216,980,199,247,230,993,698,15
19971001,463,558,668,139,486,460,183,690,152,811,405,281,483,972,646
19971002,909,55,1014,696,309,377,0,822,23,149,44,1012,712,529,156
19971003,828,500,71,46,1002,400,266,846,29,859,1001,178,712,228,754
19971004,53,35,757,186,745,406,544,729,659,52,37,680,655,1008,822
19971005,448,393,1004,897,187,4,20,610,405,727,916,15,56,477,225
19971006,23,142,53,616,263,458,918,991,653,217,456,625,994,173,644
19971007,81,697,116,838,396,572,240,298,541,79,687,984,8,951,573
19971008,928,983,919,798,120,938,573,492,797,133,615,934,147,196,406
19971009,90,653,244,514,22,863,900,590,106,926,673,142,557,807,136
19971010,486,340,67,698,853,498,507,132,20,777,687,523,158,572,671
19971011,216,240,285,208,366,68,145,484,291,727,331,736,508,707,984
19971012,719,594,927,538,958,436,182,1023,609,375,492,159,265,285,347
19971013,528,675,713,484,19,1013,455,34,598,521,618,479,598,915,452
19971014,680,43,283,733,589,686,534,954,298,189,413,581,303,408,718
19971015,536,4,838,313,167,870,287,704,265,225,84,530,428,583,814
19971016,544,668,85,766,849,909,323,209,419,329,54,123,45,918,836
19971017,677,173,241,14,845,284,86,201,323,215,477,491,724,401,34
19971018,227,485,144,761,755,258,217,1013,744,629,862,903,806,449,81
19971019,401,189,989,561,1007,540,386,966,926,434,43,700,965,337,900
19971020,789,892,885,280,734,830,494,932,528,501,943,216,338,369,887
19971021,669,1016,602,454,401,917,813,979,274,1001,945,113,93,284,584
19971022,422,95,564,224,92,467,596,566,552,421,611,750,784,381,106
19971023,554,8,563,964,676,161,686,711,983,141,269,499,577,1019,413
19971024,2,874,830,624,964,466,128,189,499,1022,313,494,625,472,583
19971025,306,311,772,523,633,406,261,93,337,1019,956,670,805,957,116
19971026,483,320,205,24,520,556,621,595,895,325,603,925,855,329,612
19971027,742,192,665,511,71,298,9,532,914,110,420,582,416,1014,639
19971028,174,142,982,821,235,774,799,428,1016,1002,837,686,788,1012,264
19971029,171,592,247,461,658,933,966,907,1010,275,713,392,914,781,290
19971030,68,718,544,931,768,940,293,673,752,79,834,204,430,325,259
19971031,236,205,149,669,101,1004,708,376,252,254,152,676,327,478,766
19971101,570,312,271,846,67,533,282,256,99,1002,968,446,710,524,450
19971102,0,248,950,464,963,360,255,480,1023,90,184,438,506,842,398
19971103,415,700,1,115,682,77,927,935,260,4,438,951,584,1022,488
19971104,233,905,227,663,347,244,668,584,724,628,315,902,244,355,389
19971105,782,789,437,170,422,596,1002,350,697,691,579,638,638,761,450
19971106,697,586,375,555,828,294,861,266,528,34,323,497,257,870,952
19971107,756,973,973,699,774,3,356,65,36,936,853,754,968,56,76
19971108,258,498,676,574,989,36,207,68,975,47,1010,554,219,958,465
19971109,784,122,1018,366,828,95,888,738,745,738,389,416,655,151,910
19971110,998,472,613,778,909,746,461,433,980,1016,787,921,950,144,63
19971111,925,505,665,306,915,64,586,279,747,363,901,161,908,266,116
19971112,461,750,131,169,1004,254,721,572,997,549,943,452,317,460,84
19971113,302,892,2,164,337,168,509,135,3,933,750,859,331,25,1010
19971114,588,186,843,834,271,903,947,95,894,936,759,949,285,745,19
19971115,754,34,1019,124,139,829,880,1009,241,533,198,753,913,985,92
19971116,420,556,170,960,672,1017,508,247,597,487,806,655,779,409,908
19971117,128,38,168,794,935,904,715,483,428,791,367,890,791,463,123
19971118,472,368,772,916,88,253,78,517,698,213,291,700,670,372,349
19971119,27,647,860,1,20,524,218,764,468,645,664,380,602,27,879
19971120,805,642,983,161,1013,552,448,321,380,190,186,48,153,390,561
19971121,110,795,762,955,290,527,510,46,327,1000,363,448,253,215,609
19971122,69,467,616,278,532,371,694,242,908,235,22,481,961,902,553
19971123,782,526,716,512,1019,515,761,616,325,632,658,219,980,476,59
19971124,915,188,680,694,144,437,1005,513,858,88,976,779,929,243,302
19971125,843,11,861,21,20,665,286,823,285,768,532,553,833,916,224
19971126,903,215,959,453,430,331,412,749,312,728,538,506,874,362,676
19971127,637,667,775,80,667,467,515,1,72,294,303,509,403,26,194
19971128,547,40,978,205,741,229,244,720,393,352,258,719,751,275,74
19971129,510,238,672,91,463,1009,993,858,802,791,642,656,1009,308,761
19971130,743,850,914,400,658,803,958,716,29,770,1000,449,674,304,63
19971201,718,905,552,235,770,910,319,315,702,401,357,483,110,340,165
19971202,687,864,906,984,878,736,875,161,119,295,180,475,463,637,496
19971203,923,618,303,273,725,829,48,338,839,68,951,758,820,360,705
19971204,39,370,637,389,650,480,691,67,630,715,708,46,771,542,218
19971205,969,867,716,12,995,966,797,35,631,608,211,25,921,618,389
19971206,659,913,426,916,1001,127,915,16,310,80,928,976,481,919,765
19971207,57,1010,1014,555,318,963,128,943,843,508,367,413,735,390,44
19971208,789,930,587,618,533,706,26,380,996,927,230,358,264,261,697
19971209,853,909,748,214,518,337,899,674,455,176,263,676,519,166,238
19971210,258,31,766,435,410,75,700,740,286,888,14,466,669,946,420
19971211,771,353,545,189,758,844,540,193,986,690,35,1013,232,152,326
19971212,661,278,681,582,893,251,439,345,833,44,895,10,570,895,1013
19971213,849,178,672,372,406,185,380,489,665,872,356,771,375,479,648
19971214,312,249,401,999,256,544,72,530,354,775,728,189,973,197,273
19971215,722,385,1016,873,56,241,674,587,256,933,1023,571,404,82,934
19971216,76,916,667,1003,711,389,289,84,100,523,397,427,245,696,962
19971217,106,1,109,981,421,122,425,942,974,642,1002,138,753,430,650
19971218,423,121,140,736,611,639,343,487,387,43,75,308,700,484,911
19971219,64,483,30,800,1016,493,339,814,1001,689,172,826,63,597,549
19971220,433,863,248,279,748,585,949,818,102,378,814,636,289,483,337
19971221,383,908,422,612,440,1005,1013,824,855,792,1018,291,145,14,54
19971222,840,623,56,690,414,462,677,492,327,847,213,365,120,766,840
19971223,863,846,827,605,858,984,978,91,1001,594,956,874,589,165,970
19971224,37,824,960,301,31,453,910,615,150,473,182,363,950,4,167
19971225,588,543,303,500,418,993,558,305,359,132,610,471,703,755,200
19971226,939,199,578,683,896,910,901,846,187,326,529,619,501,44,773
19971227,1009,637,788,501,237,1001,985,830,263,175,600,756,212,833,811
19971228,892,187,120,416,430,47,421,407,338,594,641,683,140,28,659
19971229,593,978,355,573,388,15,288,29,150,285,822,383,380,41,29
19971230,117,10,621,889,552,956,534,305,708,332,109,128,472,174,718
19971231,629,506,630,723,338,991,796,955,112,682,928,423,867,245,285
19980101,651,773,278,102,492,799,631,1005,915,764,243,510,671,1007,101
19980102,187,841,224,807,642,450,129,872,242,569,66,991,448,124,222
19980103,634,322,571,399,611,109,394,430,772,742,144,870,806,535,805
19980104,52,363,881,392,2,2,528,40,698,71,98,326,62,191,201
19980105,753,28,896,938,97,647,499,28,332,473,952,333,481,491,341
19980106,367,244,257,980,867,689,132,995,148,396,77,366,807,961,95
19980107,341,42,479,198,672,242,892,244,850,644,859,895,290,207,236
19980108,808,860,502,17,583,59,129,154,152,296,281,617,447,157,119
19980109,557,384,512,420,233,135,3,44,904,42,38,252,40,124,522
19980110,64,558,255,462,95,174,437,917,274,137,514,561,108,81,369
19980111,218,171,596,103,756,806,694,581,271,146,262,834,104,861,21
19980112,287,456,324,782,156,631,231,292,323,200,313,794,503,970,418
19980113,443,749,535,804,44,295,874,407,484,904,608,764,608,316,752
19980114,738,339,474,486,125,66,866,535,729,1022,117,343,538,2,757
19980115,39,710,337,148,605,484,882,569,232,252,456,973,199,749,524
19980116,521,31,906,951,748,269,366,379,585,285,887,59,249,528,639
19980117,512,434,606,924,140,884,47,980,627,962,254,25,992,278,163
19980118,360,937,117,940,412,470,113,333,12,644,959,910,172,987,859
19980119,419,9,394,601,882,712,284,551,414,47,24,292,797,418,875
19980120,1013,79,660,865,484,433,673,1002,96,354,298,820,5,666,672
19980121,394,816,287,861,136,766,972,942,651,586,464,745,572,68,15
19980122,57,56,325,121,427,529,274,505,421,660,185,953,159,436,150
19980123,491,54,631,779,604,454,553,161,168,239,609,263,619,912,545
19980124,398,376,688,398,515,729,693,195,92,70,274,958,81,677,674
19980125,768,21,1,156,879,83,395,403,1003,470,204,356,814,944,518
19980126,61,550,229,79,999,704,444,335,580,775,1,180,222,654,874
19980127,129,545,891,790,543,980,422,822,916,453,486,344,827,205,850
19980128,75,554,812,802,36,360,588,771,427,769,66,835,985,109,983
19980129,321,49,204,160,373,801,284,217,1,343,899,710,19,644,342
19980130,326,571,723,316,185,348,959,60,437,995,973,82,1,209,267
19980131,1008,142,382,575,426,500,683,414,244,858,85,472,268,191,108
19980201,465,153,855,229,302,251,506,913,155,616,6,143,860,750,962
19980202,347,869,1012,492,4,161,59,301,390,279,331,937,740,773,44
19980203,240,116,569,132,893,611,868,922,90,360,146,419,628,96,70
19980204,332,737,183,477,262,149,450,128,980,319,613,926,317,500,72
19980205,903,644,928,951,325,1006,520,723,939,972,698,548,37,96,213
19980206,404,575,19,222,688,395,369,649,853,818,847,660,137,320,247
19980207,102,709,593,175,300,721,307,543,271,655,588,824,367,596,259
19980208,634,451,911,919,728,263,894,1,910,454,755,207,505,404,267
19980209,568,688,803,221,865,582,122,583,295,220,48,422,821,859,521
19980210,997,338,398,620,453,444,816,484,304,245,631,283,798,968,695
19980211,376,971,2,947,459,32,252,707,18,463,922,261,882,899,570
19980212,402,474,74,805,717,901,772,471,260,754,854,205,579,960,808
19980213,787,173,283,303,795,152,499,121,861,350,286,844,525,339,840
19980214,84,279,378,869,170,120,149,283,138,394,796,77,361,835,140
19980215,515,810,114,599,624,382,912,408,4,672,1008,244,364,635,473
19980216,131,362,236,331,323,731,219,117,922,88,219,706,784,640,463
19980217,773,998,523,662,138,699,1012,20,12,302,150,511,977,525,536
19980218,1012,537,32,985,522,706,324,399,857,141,180,168,197,551,179
19980219,769,417,497,398,462,67,326,616,374,674,488,262,178,1001,347
19980220,677,780,135,668,544,34,370,6,978,863,744,21,380,321,669
19980221,373,216,1009,881,761,584,331,74,587,416,462,523,316,257,484
19980222,37,288,881,365,402,656,540,683,77,838,591,249,24,1002,77
19980223,164,964,799,635,634,1,331,552,820,624,367,33,975,586,205
19980224,507,499,43,232,374,486,627,763,888,376,396,1018,94,245,829
19980225,362,968,627,518,640,217,808,438,537,367,423,329,1019,759,451
19980226,583,15,977,758,841,579,450,62,582,857,63,654,763,69,342
19980227,611,104,265,498,781,907,987,139,21,313,334,966,514,24,533
19980228,463,682,299,220,593,993,702,263,732,381,927,813,262,110,718
19980301,45,64,870,488,345,967,753,324,964,701,830,300,572,783,734
19980302,37,223,137,107,1002,601,84,559,293,775,765,299,177,734,426
19980303,909,584,725,340,957,510,830,836,966,583,449,260,989,772,59
19980304,963,454,228,353,950,105,950,776,737,371,356,258,830,912,451
19980305,531,367,41,500,7,470,568,761,767,186,220,918,633,510,294
19980306,986,838,322,804,419,684,1000,546,631,777,95,161,235,598,688
19980307,815,758,307,407,419,237,842,863,526,552,716,468,597,349,303
19980308,565,847,460,450,413,812,969,902,518,147,700,634,948,302,643
19980309,893,438,375,476,375,771,433,496,255,228,458,464,319,491,74
19980310,455,523,1005,452,670,567,1,868,859,398,259,242,660,629,68
19980311,921,511,849,876,113,477,7,799,890,132,855,273,106,281,896
19980312,809,562,867,489,945,847,398,993,504,575,301,1002,279,438,992
19980313,318,183,541,122,498,313,600,393,918,475,1,775,202,726,32
19980314,621,940,344,839,310,194,666,1018,734,624,401,737,423,352,686
19980315,430,155,333,973,200,195,570,70,247,179,666,1017,584,8,688
19980316,338,937,370,922,47,932,443,921,474,176,220,33,421,248,412
19980317,960,357,923,388,992,287,88,244,186,727,665,486,153,174,333
19980318,1023,99,719,80,906,472,512,326,857,741,871,497,795,566,474
19980319,52,452,669,532,891,404,72,238,203,960,930,251,647,890,434
19980320,722,817,245,505,768,68,886,181,99,892,467,947,46,965,795
19980321,852,796,895,552,347,991,453,838,681,756,534,945,617,449,86
19980322,550,270,756,177,973,349,403,932,27,132,797,884,592,357,40
19980323,59,954,224,561,418,593,110,980,729,482,684,181,470,309,939
19980324,662,902,1000,516,817,569,98,349,814,266,959,124,436,277,861
19980325,958,310,376,480,960,346,704,273,13,51,324,548,636,796,289
19980326,455,1014,338,1018,724,883,31,630,973,613,184,118,802,537,863
19980327,767,923,38,248,300,707,666,1,57,987,912,884,681,151,917
19980328,1010,765,975,902,529,176,447,313,851,987,528,841,1,510,707
19980329,177,628,738,1022,785,1014,64,229,585,647,536,729,160,176,165
19980330,910,679,428,482,611,135,85,419,797,620,95,988,623,359,263
19980331,470,954,976,368,182,536,95,398,92,980,492,110,272,250,766
19980401,106,176,24,108,342,211,294,121,100,563,547,917,534,454,487
19980402,365,397,490,522,7,342,62,26,14,73,590,893,354,13,795
19980403,971,457,261,286,500,346,501,825,155,128,591,253,660,209,854
19980404,452,487,79,612,116,558,233,254,101,796,309,105,12,384,700
19980405,40,689,228,924,951,801,52,956,341,347,73,623,257,476,411
19980406,264,971,235,909,338,451,407,10,928,349,765,987,212,793,61
19980407,177,1022,861,189,878,170,890,833,347,281,231,806,325,597,724
19980408,754,679,114,380,391,835,610,631,563,207,364,949,789,830,398
19980409,274,511,771,533,379,379,123,434,434,585,703,925,144,607,453
19980410,881,44,358,42,390,733,380,49,615,904,524,268,71,285,962
19980411,172,224,366,630,94,667,461,1,723,19,456,36,1016,108,308
19980412,446,598,745,131,523,266,47,121,426,861,37,239,1013,705,1011
19980413,628,829,353,274,144,702,456,796,445,161,906,639,85,180,770
19980414,280,277,156,650,181,475,558,794,149,593,965,332,584,699,468
19980415,579,236,911,262,390,279,725,507,484,21,396,929,162,862,929
19980416,570,269,302,351,623,674,464,705,173,577,506,317,164,492,357
19980417,226,1005,814,216,427,150,135,807,369,166,209,95,240,488,825
19980418,102,543,743,98,338,210,976,386,55,509,424,299,79,339,1022
19980419,916,649,735,503,579,639,746,843,852,485,40,998,334,675,509
19980420,230,692,547,261,162,975,780,194,892,942,605,1009,531,284,335
19980421,4,690,718,607,856,17,580,572,714,476,836,563,451,569,995
19980422,948,615,81,429,677,638,478,642,179,35,774,863,508,542,679
19980423,53,899,329,439,831,354,726,558,943,508,848,964,209,117,775
19980424,349,632,422,363,488,60,212,206,444,888,607,416,680,388,113
19980425,882,960,225,351,559,454,239,0,996,912,148,126,985,840,837
19980426,850,815,715,784,832,892,831,1021,350,537,539,956,153,122,160
19980427,978,1017,771,323,251,326,353,314,772,217,836,937,595,162,978
19980428,857,855,102,796,826,715,48,625,625,448,6,686,219,675,873
19980429,191,776,249,23,891,751,863,976,789,583,26,934,299,220,185
19980430,293,940,439,612,301,274,893,869,27,139,347,387,485,192,16
19980501,72,834,833,348,823,484,309,332,540,665,947,139,762,798,247
19980502,561,308,955,67,504,606,138,204,735,542,732,611,285,984,933
19980503,688,486,341,621,906,862,977,784,1011,94,487,553,972,169,157
19980504,94,379,968,421,746,906,449,989,378,934,1003,892,966,769,379
19980505,857,270,646,818,616,405,977,449,410,873,139,83,503,795,310
19980506,182,480,160,39,215,914,450,252,435,82,275,949,33,737,657
19980507,200,447,561,219,683,766,873,350,117,47,794,392,153,929,4
19980508,712,936,753,655,115,102,248,672,306,392,682,126,701,235,998
19980509,620,843,492,911,545,582,618,245,401,339,401,885,688,953,894
19980510,216,514,128,289,25,203,398,865,39,800,68,452,472,649,772
19980511,895,163,957,77,96,689,582,601,110,289,452,716,709,77,570
19980512,117,550,217,380,714,217,485,70,314,589,1014,126,814,425,259
19980513,547,73,173,484,504,613,186,645,419,358,869,287,82,880,148
19980514,2,778,1022,743,861,862,425,338,877,265,404,729,121,949,528
19980515,356,339,216,230,322,765,653,169,391,117,800,638,269,324,757
19980516,849,133,865,634,199,171,583,721,58,295,104,463,510,426,334
19980517,335,526,869,256,122,512,830,511,145,691,863,76,465,752,187
19980518,498,906,993,345,846,629,863,623,869,197,780,772,292,218,848
19980519,298,297,103,721,34,947,586,907,444,137,7,156,752,330,304
19980520,691,560,720,40,488,236,36,664,368,753,100,479,674,81,72
19980521,1001,845,52,656,628,296,623,31,994,751,217,797,449,973,390
19980522,203,117,620,584,217,393,488,99,86,403,131,528,827,795,953
19980523,51,917,327,320,293,700,46,113,465,186,944,691,264,706,453
19980524,27,351,788,339,843,411,838,728,788,994,517,970,871,723,668
19980525,815,121,714,939,90,896,605,375,892,712,82,419,412,604,100
19980526,783,660,499,631,654,415,249,270,284,823,71,803,87,905,220
19980527,245,927,565,1014,650,471,33,781,907,971,304,294,678,392,125
19980528,726,22,133,631,945,881,525,742,808,900,217,979,782,465,888
19980529,288,515,87,715,656,25,10,757,562,746,761,512,877,20,321
19980530,413,969,897,715,146,577,96,79,525,636,884,974,543,944,358
19980531,628,983,264,965,948,13,32,407,374,70,605,358,812,916,918
19980601,37,82,289,302,873,536,13,457,108,446,348,188,812,712,316
19980602,195,1004,518,665,825,717,111,938,856,464,677,727,795,478,105
19980603,275,863,727,357,818,942,291,620,303,900,284,395,39,975,373
19980604,293,270,813,476,440,263,260,736,903,203,963,443,626,916,612
19980605,759,571,642,16,769,680,189,1023,320,305,357,176,939,221,1015
19980606,479,661,46,672,369,853,97,286,942,824,527,754,1011,119,519
19980607,835,427,153,784,786,865,583,444,533,245,388,244,932,665,161
19980608,427,147,996,471,263,739,120,206,687,783,515,399,208,152,607
19980609,728,470,217,531,578,543,166,694,962,305,412,65,287,173,5
19980610,837,690,25,665,625,86,766,176,760,587,398,10,240,937,51
19980611,734,487,223,701,707,388,345,241,711,431,3,397,327,811,715
19980612,18,547,600,232,622,52,807,853,816,795,321,164,978,882,26
19980613,484,899,966,606,373,411,630,199,562,359,489,829,195,786,974
19980614,505,774,1000,432,525,536,516,655,510,772,349,1006,16,138,128
19980615,742,691,740,374,527,592,243,429,980,723,759,380,280,740,88
19980616,435,44,675,941,61,699,911,876,668,107,578,162,296,80,493
19980617,167,117,478,731,450,940,568,52,920,628,676,116,99,72,59
19980618,415,617,16,745,628,96,306,632,987,565,372,232,773,38,555
19980619,290,1000,67,462,225,270,755,256,235,503,1020,881,532,232,451
19980620,265,276,953,476,262,406,152,196,160,871,7,633,702,455,107
19980621,78,928,25,248,763,820,17,477,933,580,241,1023,786,478,678
19980622,677,472,998,814,336,898,108,814,665,681,813,657,485,528,658
19980623,751,403,375,9,100,562,963,50,307,323,190,63,986,785,477
19980624,231,399,824,591,815,22,811,358,376,117,787,744,398,108,547
19980625,745,414,383,834,1009,823,411,138,15,694,742,512,93,771,434
19980626,1009,651,960,402,434,969,692,512,403,157,953,294,98,690,838
19980627,297,288,576,1015,56,362,133,119,492,719,587,38,976,283,666
19980628,605,994,736,1018,881,204,182,711,119,893,496,666,963,1014,63
19980629,997,156,871,955,556,466,510,83,285,475,128,1018,575,834,633
19980630,946,773,244,630,322,280,238,43,630,497,820,864,377,505,360
19980701,936,396,331,403,901,463,426,162,629,663,895,280,192,29,132
19980702,799,958,340,807,635,724,451,356,159,604,895,382,717,626,158
19980703,351,29,161,671,871,495,28,749,49,387,491,23,378,958,959
19980704,675,244,279,896,209,446,197,653,366,421,1007,149,88,385,210
19980705,742,102,80,892,452,611,102,152,704,516,631,841,391,948,868
19980706,914,872,280,427,937,322,198,947,16,215,793,730,204,992,965
19980707,397,684,727,868,569,376,376,117,786,586,146,231,511,947,362
19980708,307,106,615,951,899,843,291,525,401,865,315,300,576,49,450
19980709,63,703,593,705,694,227,625,607,849,552,704,405,97,638,716
19980710,920,745,323,545,531,103,73,522,685,771,373,278,814,290,733
19980711,29,242,955,320,185,433,732,116,905,821,379,96,1013,450,1021
19980712,80,965,554,289,786,285,496,27,509,495,889,977,836,1014,459
19980713,24,74,810,912,171,594,984,265,786,93,226,187,107,832,426
19980714,195,852,264,918,217,29,840,932,584,810,59,970,796,938,449
19980715,282,412,151,218,305,707,385,0,178,429,421,120,948,761,740
19980716,517,949,642,447,509,339,19,398,1004,964,741,811,848,603,78
19980717,495,212,713,233,295,4,85,417,519,453,302,408,288,377,60
19980718,336,120,837,642,829,660,931,175,1,121,842,187,863,293,1019
19980719,613,11,889,263,594,19,453,825,625,978,128,697,682,622,505
19980720,1004,256,13,514,286,270,105,371,559,786,857,123,411,458,756
19980721,535,408,936,87,75,742,721,663,942,490,93,705,205,84,775
19980722,979,112,108,352,203,418,489,1022,713,79,617,734,190,869,374
19980723,206,949,293,503,163,500,634,854,359,131,37,652,248,210,81
19980724,664,866,933,277,306,361,176,110,990,600,833,688,466,473,508
19980725,957,679,415,455,759,674,281,534,389,948,319,789,148,837,271
19980726,640,738,692,508,401,482,1001,435,922,107,57,461,456,790,106
19980727,305,639,482,89,578,158,54,841,225,269,370,837,128,656,672
19980728,6,112,240,200,369,913,58,32,700,617,210,1023,939,520,379
19980729,53,898,604,3,587,8,420,829,492,879,159,885,676,107,863
19980730,181,363,967,968,633,301,583,494,269,19,923,863,59,201,551
19980731,199,562,712,728,399,877,388,163,653,915,37,331,246,409,42
19980801,267,706,330,152,232,676,77,44,845,648,37,29,238,104,522
19980802,1008,817,88,462,867,553,25,983,130,191,771,461,126,595,771
19980803,435,17,733,370,957,643,995,791,587,499,136,595,982,172,411
19980804,18,649,738,282,45,552,916,622,875,297,490,745,484,115,184
19980805,633,998,605,768,979,993,2,992,845,104,885,189,996,970,179
19980806,294,780,672,40,777,81,69,681,621,320,11,132,961,474,646
